label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution,basis,notes
890,-------,PCOP8B_890,possible_container_or_parent_890_between_ventral geniculate nucleus__and__ventral intermediate entorhina,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP8B_890,possible_container_or_parent_890_between_ventral geniculate nucleus__and__ventral intermediate entorhina,kept_nonapplying_placeholder_aligned_to_current,255,208,89,,,
891,ventral intermediate entorhinal cortex,VIEnt,ventral intermediate entorhinal cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VIEC_891,ventral intermediate entorhinal cortex,kept_for_review_or_manual_approval,242,255,178,unique_imported,,
892,ventrolateral thalamic nucleus,VL,ventrolateral thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VTN_892,ventrolateral thalamic nucleus,kept_for_review_or_manual_approval,255,232,178,unique_imported,,
893,-------,USOL8B_893,unresolved_small_or_local_893_between_ventrolateral thalamic nucleus__and__ventrolateral hypothalamic nuc,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,USOL8B_893,unresolved_small_or_local_893_between_ventrolateral thalamic nucleus__and__ventrolateral hypothalamic nuc,kept_nonapplying_placeholder_aligned_to_current,239,171,0,,,
894,ventrolateral hypothalamic nucleus,VLH,ventrolateral hypothalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VHN_894,ventrolateral hypothalamic nucleus,kept_for_review_or_manual_approval,87,23,191,unique_imported,,
895,ventral nucleus of the lat lemniscus,VLL,ventral nucleus of the lat lemniscus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VNOTLL_895,ventral nucleus of the lat lemniscus,kept_for_review_or_manual_approval,44,239,141,unique_imported,,
896,ventrolateral periaqueductal gray,VLPAG,ventrolateral periaqueductal gray,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VPG_896,ventrolateral periaqueductal gray,kept_for_review_or_manual_approval,118,119,233,unique_imported,,
897,ventrolateral preoptic nucleus,VLPO,ventrolateral preoptic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VPN_897,ventrolateral preoptic nucleus,kept_for_review_or_manual_approval,212,84,0,unique_imported,,
898,ventral linear nucleus of the thalamus,VLi,ventral linear nucleus of the thalamus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VLNOTT_898,ventral linear nucleus of the thalamus,kept_for_review_or_manual_approval,233,209,142,unique_imported,,
899,ventromedial thalamic nucleus,VM,ventromedial thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VTN_899,ventromedial thalamic nucleus,kept_for_review_or_manual_approval,223,192,107,unique_imported,,
900,ventromedial hypothalamic nucleus,VMH,ventromedial hypothalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VHN_900,ventromedial hypothalamic nucleus,kept_for_review_or_manual_approval,255,161,89,unique_imported,,
902,"ventromedial hypothalamic nucleus, central part",VMHC,"ventromedial hypothalamic nucleus, central part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VHNCP_902,"ventromedial hypothalamic nucleus, central part",kept_for_review_or_manual_approval,255,111,0,unique_imported,,
903,"ventromedial hypothalamic nucleus, dorsomedial part",VMHDM,"ventromedial hypothalamic nucleus, dorsomedial part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VHNDP_903,"ventromedial hypothalamic nucleus, dorsomedial part",kept_for_review_or_manual_approval,233,102,0,unique_imported,,
904,ventromedial nucleus of the hypothalamus shell,VMHSh,ventromedial nucleus of the hypothalamus shell,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VNOTHS_904,ventromedial nucleus of the hypothalamus shell,kept_for_review_or_manual_approval,255,162,89,unique_imported,,
905,"ventromedial hypothalamic nucleus, ventrolateral part",VMHVL,"ventromedial hypothalamic nucleus, ventrolateral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VHNVP_905,"ventromedial hypothalamic nucleus, ventrolateral part",kept_for_review_or_manual_approval,233,152,89,unique_imported,,
906,ventromedial preoptic nucleus,VMPO,ventromedial preoptic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VPN_906,ventromedial preoptic nucleus,kept_for_review_or_manual_approval,223,109,0,unique_imported,,
907,ventral orbital cortex,VO,ventral orbital cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VO,ventral orbital cortex,kept_for_review_or_manual_approval,249,255,107,unique_imported,,
908,vascular organ of the lamina terminalis,OVLT,vascular organ of the lamina terminalis,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VOOTLT_908,vascular organ of the lamina terminalis,kept_for_review_or_manual_approval,97,23,216,unique_imported,,
909,ventral pallidum,VP,ventral pallidum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VP_909,ventral pallidum,kept_for_review_or_manual_approval,255,233,0,unique_imported,,
910,ventral posterolateral thalamic nucleus,VPL,ventral posterolateral thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VPTN_910,ventral posterolateral thalamic nucleus,kept_for_review_or_manual_approval,212,165,35,unique_imported,,
911,ventral posteromedial thalamic nucleus,VPM,ventral posteromedial thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VPTN_911,ventral posteromedial thalamic nucleus,kept_for_review_or_manual_approval,255,196,35,unique_imported,,
912,"ventral posterior nucleus of the thalamus, parvicellular part",VPPC,"ventral posterior nucleus of the thalamus, parvicellular part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VPNOTT_912,"ventral posterior nucleus of the thalamus, parvicellular part",kept_for_review_or_manual_approval,233,171,0,unique_imported,,
914,ventral reuniens thalamic nucleus,VRe,ventral reuniens thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VRTN_914,ventral reuniens thalamic nucleus,kept_for_review_or_manual_approval,255,171,0,unique_imported,,
915,ventral subiculum,VS,ventral subiculum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VS_915,ventral subiculum,kept_for_review_or_manual_approval,241,255,178,unique_imported,,
916,ventral tegmental area,VTA,ventral tegmental area,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VTA_916,ventral tegmental area,kept_for_review_or_manual_approval,68,35,203,unique_imported,,
917,"ventral tegmental area, rostral part",VTAR,"ventral tegmental area, rostral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VTARP_917,"ventral tegmental area, rostral part",kept_for_review_or_manual_approval,118,231,233,unique_imported,,
918,ventral tuberomammillary nucleus,VTM,ventral tuberomammillary nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VTN_918,ventral tuberomammillary nucleus,kept_for_review_or_manual_approval,255,208,178,unique_imported,,
919,ventral tenia tecta,VTT,ventral tenia tecta,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VTT_919,ventral tenia tecta,kept_for_review_or_manual_approval,187,255,0,unique_imported,,
920,-------,USOL9B_920,unresolved_small_or_local_920_between_ventral tenia tecta__and__ventral tegmental nucleus,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,USOL9B_920,unresolved_small_or_local_920_between_ventral tenia tecta__and__ventral tegmental nucleus,kept_nonapplying_placeholder_aligned_to_current,188,255,0,,,
921,-------,USOL9B_921,unresolved_small_or_local_921_between_ventral tenia tecta__and__ventral tegmental nucleus,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,USOL9B_921,unresolved_small_or_local_921_between_ventral tenia tecta__and__ventral tegmental nucleus,kept_nonapplying_placeholder_aligned_to_current,211,255,89,,,
922,-------,USOL9B_922,unresolved_small_or_local_922_between_ventral tenia tecta__and__ventral tegmental nucleus,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,USOL9B_922,unresolved_small_or_local_922_between_ventral tenia tecta__and__ventral tegmental nucleus,kept_nonapplying_placeholder_aligned_to_current,234,255,178,,,
923,ventral tegmental nucleus,VTg,ventral tegmental nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,VTN_923,ventral tegmental nucleus,kept_for_review_or_manual_approval,160,107,246,unique_imported,,
926,nucleus X,X,nucleus X,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NX_926,nucleus X,kept_for_review_or_manual_approval,0,179,247,unique_imported,,
927,xiphoid thalamic nucleus,Xi,xiphoid thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,XTN_927,xiphoid thalamic nucleus,kept_for_review_or_manual_approval,244,198,71,unique_imported,,
928,nucleus Y,Y,nucleus Y,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NY_928,nucleus Y,kept_for_review_or_manual_approval,76,182,223,unique_imported,,
929,nucleus Z,Z,nucleus Z,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NZ_929,nucleus Z,kept_for_review_or_manual_approval,83,11,199,unique_imported,,
930,zona incerta,ZI,zona incerta,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ZI_930,zona incerta,kept_for_review_or_manual_approval,255,140,0,unique_imported,,
931,"zona incerta, caudal part",ZIC,"zona incerta, caudal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ZICP_931,"zona incerta, caudal part",kept_for_review_or_manual_approval,223,120,0,unique_imported,,
932,"zona incerta, dorsal part",ZID,"zona incerta, dorsal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ZIDP_932,"zona incerta, dorsal part",kept_for_review_or_manual_approval,255,139,0,unique_imported,,
933,"zona incerta, rostral part",ZIR,"zona incerta, rostral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ZIRP_933,"zona incerta, rostral part",kept_for_review_or_manual_approval,255,181,89,unique_imported,,
934,"zona incerta, ventral part",ZIV,"zona incerta, ventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ZIVP_934,"zona incerta, ventral part",kept_for_review_or_manual_approval,255,221,178,unique_imported,,
935,zona layer of the superior colliculus,Zo,zona layer of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ZLOTSC_935,zona layer of the superior colliculus,kept_for_review_or_manual_approval,127,118,255,unique_imported,,
936,artery,artery,artery,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,A_936,artery,kept_for_review_or_manual_approval,229,71,216,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_display_readable_vascular_label
937,-------,PFOWM9_937,possible_fiber_or_white_matter_937_between_artery__and__anterior commissure,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PFOWM9_937,possible_fiber_or_white_matter_937_between_artery__and__anterior commissure,kept_nonapplying_placeholder_aligned_to_current,76,0,199,,,
938,anterior commissure,ac,anterior commissure,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AC_938,anterior commissure,kept_for_review_or_manual_approval,149,233,59,unique_imported,,
939,"anterior commissure, anterior part",acap,"anterior commissure, anterior part",deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,ACAP_939,"anterior commissure, anterior part",kept_for_review_or_manual_approval,219,255,178,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_readable_fiber_or_commissure_label
940,anterior cerebral artery,anterior_cerebral_artery,anterior cerebral artery,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,ACA_940,anterior cerebral artery,kept_for_review_or_manual_approval,242,0,221,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_display_readable_vascular_label
941,"anterior commissure, intrabulbar part",aci,"anterior commissure, intrabulbar part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ACIP_941,"anterior commissure, intrabulbar part",kept_for_review_or_manual_approval,175,255,89,unique_imported,,
942,"anterior commissure, posterior part",acp,"anterior commissure, posterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ACPP_942,"anterior commissure, posterior part",kept_for_review_or_manual_approval,130,255,0,unique_imported,,
943,alveus of the hippocampus,alv,alveus of the hippocampus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AOTH_943,alveus of the hippocampus,kept_for_review_or_manual_approval,140,255,89,unique_imported,,
945,accessory olfactory tract,aot,accessory olfactory tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AOT_945,accessory olfactory tract,kept_for_review_or_manual_approval,182,255,0,unique_imported,,
946,ansoparamedian fissure,apf,ansoparamedian fissure,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AF_946,ansoparamedian fissure,kept_for_review_or_manual_approval,89,11,212,unique_imported,,
947,arteries,arteries,arteries,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,A_947,arteries,kept_for_review_or_manual_approval,255,0,222,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_display_readable_vascular_label
948,ascending fibers of the facial nerve,asc7,ascending fibers of the facial nerve,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AFOTFN_948,ascending fibers of the facial nerve,kept_for_review_or_manual_approval,141,83,233,unique_imported,,
949,anterior spinal artery,asa,anterior spinal artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ASA_949,anterior spinal artery,kept_for_review_or_manual_approval,229,0,208,unique_imported,,
950,azygous anterior cerebral artery,azaca,azygous anterior cerebral artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AACA_950,azygous anterior cerebral artery,kept_for_review_or_manual_approval,216,0,196,unique_imported,,
951,azygous pericallosal artery,azpa,azygous pericallosal artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,APA_951,azygous pericallosal artery,kept_for_review_or_manual_approval,255,35,233,unique_imported,,
953,basilar artery,ba,basilar artery,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BA_953,basilar artery,kept_for_review_or_manual_approval,216,71,202,unique_imported,,
954,brachium of the inferior colliculus,bic,brachium of the inferior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BOTIC_954,brachium of the inferior colliculus,kept_for_review_or_manual_approval,148,119,195,unique_imported,,
955,brachium of the superior colliculus,bsc,brachium of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BOTSC_955,brachium of the superior colliculus,kept_for_review_or_manual_approval,255,99,89,unique_imported,,
956,-------,PFOWM9_956,possible_fiber_or_white_matter_956_between_brachium of the superior colli__and__cerebellar white matter,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PFOWM9_956,possible_fiber_or_white_matter_956_between_brachium of the superior colli__and__cerebellar white matter,kept_nonapplying_placeholder_aligned_to_current,142,255,175,,,
957,cerebellar white matter,cbw,cerebellar white matter,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,CWM_957,cerebellar white matter,kept_for_review_or_manual_approval,0,244,72,unique_imported,,
958,corpus callosum,cc,corpus callosum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,CC_958,corpus callosum,kept_for_review_or_manual_approval,105,255,0,unique_imported,,
960,cingulum,cg,cingulum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,C_960,cingulum,kept_for_review_or_manual_approval,63,255,0,unique_imported,,
961,choroid plexus,ChP,choroid plexus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,CP_961,choroid plexus,kept_for_review_or_manual_approval,255,89,130,unique_imported,,
962,commissure of the inferior colliculus,cic,commissure of the inferior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,COTIC_962,commissure of the inferior colliculus,kept_for_review_or_manual_approval,157,142,216,unique_imported,,
963,commissure of the lateral lemniscus,cll,commissure of the lateral lemniscus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,COTLL_963,commissure of the lateral lemniscus,kept_for_review_or_manual_approval,131,107,229,unique_imported,,
964,-------,PFOWM9_964,possible_fiber_or_white_matter_964_between_commissure of the lateral lemn__and__cerebral peduncle,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PFOWM9_964,possible_fiber_or_white_matter_964_between_commissure of the lateral lemn__and__cerebral peduncle,kept_nonapplying_placeholder_aligned_to_current,124,71,208,,,
965,cerebral peduncle,cp,cerebral peduncle,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,CP_965,cerebral peduncle,kept_for_review_or_manual_approval,225,178,255,unique_imported,,
966,Corticospinal tract,corticospinal_tract,Corticospinal tract,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,CT_966,Corticospinal tract,kept_for_review_or_manual_approval,175,59,255,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_display_readable_fiber_tract_label
967,commissure of the superior colliculus,csc,commissure of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,COTSC_967,commissure of the superior colliculus,kept_for_review_or_manual_approval,255,186,178,unique_imported,,
968,commissural stria terminalis,cst,commissural stria terminalis,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,CST_968,commissural stria terminalis,kept_for_review_or_manual_approval,188,255,178,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_readable_fiber_or_commissure_label
970,cuneate fasciculus,cu,cuneate fasciculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,CF_970,cuneate fasciculus,kept_for_review_or_manual_approval,97,0,250,unique_imported,,
971,dorsal acoustic stria,das,dorsal acoustic stria,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DAS_971,dorsal acoustic stria,kept_for_review_or_manual_approval,0,199,255,unique_imported,,
972,dorsal corticospinal tract,dcs,dorsal corticospinal tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DCT_972,dorsal corticospinal tract,kept_for_review_or_manual_approval,89,239,164,unique_imported,,
973,deep cerebral white matter,dcw,deep cerebral white matter,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DCWM_973,deep cerebral white matter,kept_for_review_or_manual_approval,208,255,178,unique_imported,,
